session_id,startTime,endTime,ProductList,gender
u14945,2018-12-14 20:13,2018-12-14 20:13,A00002/B00001/C00053/D32232/,female
u22271,2008-12-14 7:45,2008-12-14 7:48,A00001/B00015/C00043/D21748/;A00001/B00015/C00043/D21752/,male
u15902,2025-11-14 14:16,2025-11-14 14:16,A00002/B00001/C00010/D11540/,female
u22784,2013-12-14 16:26,2013-12-14 16:32,A00003/B00022/C00028/D26200/;A00003/B00022/C00028/D25190/;A00003/B00022/C00028/D26205/;A00003/B00022/C00028/D25958/;A00003/B00022/C00028/D26215/;A00003/B00022/C00028/D00616/,female
u14322,2019-12-14 20:49,2019-12-14 20:49,A00001/B00009/C00028/D27292/,male
u20340,2014-12-14 10:44,2014-12-14 10:44,A00004/B00014/C00040/D26940/,male
u12003,2027-11-14 18:10,2027-11-14 18:14,A00002/B00002/C00004/D01127/;A00002/B00002/C00004/D14583/;A00002/B00002/C00004/D14584/;A00002/B00002/C00004/D14585/;A00002/B00003/C00014/D01303/,female
u15200,2018-11-14 8:41,2018-11-14 8:41,A00002/B00001/C00075/D06487/,female
u22170,2012-12-14 8:48,2012-12-14 8:48,A00003/B00022/C00036/D07131/,female
u15951,2013-12-14 19:18,2013-12-14 19:18,A00002/B00002/C00002/D00920/,male
u22084,2007-12-14 15:04,2007-12-14 15:06,A00002/B00003/C00005/D04819/;A00002/B00001/C00224/D21024/,female
u19025,2027-11-14 7:18,2027-11-14 7:19,A00001/B00004/C00093/D01974/;A00001/B00004/C00093/D13594/,male
u16449,2018-12-14 19:01,2018-12-14 19:02,A00003/B00012/C00051/D09450/;A00002/B00003/C00046/D30885/,female
u10722,2017-12-14 17:24,2017-12-14 17:24,A00002/B00007/C00024/D30835/,female
u10172,2020-12-14 20:42,2020-12-14 20:45,A00001/B00001/C00075/D33237/;A00001/B00001/C00075/D03618/,male
u18652,2016-12-14 8:24,2016-12-14 8:24,A00002/B00007/C00024/D28861/,female
u14489,2017-11-14 20:21,2017-11-14 20:22,A00003/B00022/C00048/D06062/,female
u14585,2016-11-14 12:29,2016-11-14 12:32,A00002/B00017/C00161/D03923/;A00002/B00017/C00161/D03927/,female
u20758,2006-12-14 9:05,2006-12-14 9:05,A00001/B00027/C00082/D18347/,male
u24441,2022-12-14 9:10,2022-12-14 9:16,A00003/B00012/C00051/D17983/;A00003/B00012/C00051/D35188/;A00003/B00012/C00036/D06905/;A00003/B00012/C00028/D18715/;A00003/B00012/C00036/D18219/;A00003/B00012/C00051/D12510/;A00003/B00012/C00245/D35192/;A00003/B00012/C00051/D23735/,female
u14148,2028-11-14 15:58,2028-11-14 16:00,A00002/B00001/C00010/D15401/;A00002/B00001/C00049/D15402/;A00002/B00001/C00010/D02309/,female
u24589,2019-12-14 14:20,2019-12-14 14:22,A00003/B00012/C00051/D03323/;A00003/B00012/C00051/D00154/,male
u21094,2012-12-14 17:21,2012-12-14 17:25,A00002/B00003/C00006/D25110/;A00002/B00003/C00006/D10522/;A00002/B00003/C00006/D25172/;A00002/B00003/C00006/D25173/;A00002/B00003/C00006/D11203/,female
u24178,2017-12-14 17:03,2017-12-14 17:05,A00003/B00020/C00052/D29905/;A00003/B00020/C00052/D06872/;A00002/B00002/C00002/D00827/;A00003/B00020/C00052/D30823/,female
u23583,2013-12-14 20:23,2013-12-14 20:23,A00005/B00019/C00201/D26464/,female
u22599,2009-12-14 9:01,2009-12-14 9:01,A00002/B00003/C00046/D19518/,female
u14520,2006-12-14 12:38,2006-12-14 12:38,A00006/B00057/C00218/D19744/,female
u12800,2007-12-14 10:12,2007-12-14 10:12,A00001/B00009/C00028/D20757/,male
u12055,2007-12-14 14:39,2007-12-14 14:51,A00002/B00003/C00014/D20988/;A00002/B00003/C00014/D20990/;A00002/B00003/C00014/D05441/;A00002/B00003/C00014/D20986/;A00002/B00003/C00014/D20993/;A00002/B00003/C00014/D00676/;A00002/B00003/C00014/D11124/;A00002/B00003/C00014/D11123/;A00002/B00003/C00014/D21000/,female
u14043,2015-11-14 16:42,2015-11-14 16:42,A00008/B00029/C00144/D03029/;A00008/B00029/C00144/D03030/,female
u24226,2017-12-14 9:07,2017-12-14 9:07,A00002/B00002/C00003/D08685/,female
u12460,2019-11-14 8:54,2019-11-14 8:54,A00002/B00001/C00010/D02309/,female
u21568,2016-12-14 20:15,2016-12-14 20:21,A00002/B00017/C00155/D29873/;A00002/B00017/C00155/D29875/;A00002/B00017/C00152/D28464/;A00002/B00017/C00152/D29878/,female
u20648,2002-12-14 11:24,2002-12-14 11:25,A00006/B00053/C00170/D17879/;A00006/B00053/C00170/D17880/;A00006/B00053/C00170/D17881/,female
u21349,2006-12-14 3:17,2006-12-14 3:17,A00002/B00003/C00079/D19326/,female
u14608,2003-12-14 13:43,2003-12-14 13:47,A00002/B00003/C00014/D00707/;A00002/B00003/C00014/D17984/;A00002/B00003/C00014/D17280/,female
u17442,2014-12-14 20:02,2014-12-14 20:02,A00002/B00007/C00098/D27326/,female
u22689,2018-12-14 23:48,2018-12-14 23:48,A00001/B00001/C00020/D32423/,male
u18592,2026-11-14 8:43,2026-11-14 8:46,A00002/B00004/C00066/D12314/;A00002/B00004/C00066/D12316/,female
u16519,2021-11-14 21:49,2021-11-14 21:49,A00002/B00003/C00005/D09077/,female
u16496,2019-11-14 20:15,2019-11-14 20:15,A00002/B00003/C00005/D08106/,female
u13462,2018-11-14 17:42,2018-11-14 17:42,A00002/B00002/C00112/D07340/,female
u16338,2019-11-14 15:13,2019-11-14 15:13,A00002/B00007/C00017/D07755/,female
u16108,2003-12-14 20:19,2003-12-14 20:19,A00001/B00001/C00012/D10577/,male
u22314,2008-12-14 11:37,2008-12-14 11:38,A00002/B00016/C00127/D01875/;A00002/B00016/C00127/D14593/,female
u19590,2020-12-14 15:39,2020-12-14 15:39,A00002/B00003/C00014/D34153/,female
u22178,2016-12-14 9:13,2016-12-14 9:19,A00003/B00036/C00190/D05578/;A00003/B00035/C00012/D05595/;A00003/B00035/C00254/D05586/;A00003/B00035/C00254/D28912/;A00003/B00035/C00254/D28913/;A00003/B00035/C00254/D28914/,female
u13637,2020-12-14 9:46,2020-12-14 9:46,A00002/B00002/C00002/D33752/,female
u13887,2013-12-14 8:53,2013-12-14 8:55,A00003/B00012/C00048/D25610/;A00003/B00012/C00048/D25609/,female
u18595,2026-11-14 8:42,2026-11-14 8:43,A00002/B00002/C00003/D12310/;A00002/B00001/C00059/D00900/;A00002/B00005/C00057/D06755/;A00001/B00009/C00028/D12312/,female
u10914,2008-12-14 9:14,2008-12-14 9:14,A00002/B00002/C00007/D00266/,female
u23025,2009-12-14 21:08,2009-12-14 21:11,A00002/B00007/C00016/D02655/;A00002/B00007/C00016/D24230/,female
u22317,2008-12-14 12:24,2008-12-14 12:24,A00002/B00016/C00127/D14593/,female
u11582,2009-12-14 15:35,2009-12-14 15:38,A00002/B00001/C00150/D23316/;A00002/B00001/C00150/D23746/,female
u23796,2016-12-14 10:21,2016-12-14 10:21,A00002/B00001/C00059/D02910/,female
u20877,2020-12-14 16:53,2020-12-14 16:53,A00002/B00001/C00123/D34208/,female
u11488,2028-11-14 9:22,2028-11-14 9:25,A00002/B00016/C00127/D12445/;A00002/B00016/C00127/D12449/;A00002/B00016/C00127/D14951/,female
u23477,2013-12-14 13:31,2013-12-14 13:33,A00002/B00003/C00005/D26003/;A00002/B00003/C00005/D26005/;A00002/B00003/C00005/D26006/,female
u20509,2008-12-14 0:01,2008-12-14 0:01,A00001/B00009/C00028/D21705/;A00001/B00009/C00028/D21706/,male
u20520,2019-12-14 1:22,2019-12-14 1:27,A00003/B00022/C00048/D32438/;A00003/B00022/C00048/D32439/;A00003/B00022/C00048/D29137/;A00003/B00022/C00048/D32440/;A00003/B00022/C00048/D22122/;A00003/B00022/C00048/D32441/;A00003/B00022/C00048/D27971/,male
u16233,2019-11-14 8:12,2019-11-14 8:13,A00002/B00005/C00057/D07645/;A00002/B00005/C00057/D00941/;A00002/B00005/C00013/D05770/,female
u20967,2012-12-14 22:46,2012-12-14 22:47,A00002/B00001/C00123/D22994/;A00002/B00001/C00123/D25514/,female
u12208,2012-12-14 14:43,2012-12-14 14:43,A00002/B00002/C00004/D24926/,female
u23862,2015-12-14 13:24,2015-12-14 13:26,A00001/B00009/C00037/D28007/;A00001/B00009/C00037/D28010/,male
u11214,2026-11-14 14:49,2026-11-14 14:52,A00002/B00003/C00014/D09814/;A00002/B00002/C00002/D12326/;A00002/B00005/C00057/D06755/;A00002/B00001/C00123/D06651/,male
u14742,2016-11-14 13:49,2016-11-14 13:58,A00002/B00002/C00002/D03232/;A00002/B00002/C00002/D04026/;A00002/B00002/C00009/D04030/;A00002/B00002/C00002/D02020/;A00002/B00002/C00002/D03240/;A00002/B00001/C00059/D03994/;A00002/B00001/C00010/D04003/;A00002/B00002/C00002/D04034/,female
u13446,2016-11-14 9:28,2016-11-14 9:28,A00006/B00053/C00162/D03136/,female
u20922,2005-12-14 21:26,2005-12-14 21:26,A00001/B00009/C00028/D18806/,male
u12640,2029-11-14 12:07,2029-11-14 12:09,A00002/B00001/C00075/D15496/;A00002/B00003/C00046/D03966/;A00002/B00007/C00021/D03689/,male
u13003,2007-12-14 16:23,2007-12-14 16:23,A00002/B00002/C00003/D21111/,female
u18456,2025-11-14 17:29,2025-11-14 17:30,A00002/B00002/C00007/D11857/;A00002/B00002/C00007/D11858/;A00002/B00002/C00007/D11859/,female
u15295,2017-11-14 12:24,2022-11-14 11:13,A00001/B00015/C00098/D05457/;A00001/B00015/C00098/D09432/,male
u12807,2007-12-14 21:39,2007-12-14 21:40,A00001/B00009/C00028/D20757/;A00001/B00009/C00186/D06740/,male
u18457,2026-11-14 7:55,2026-11-14 7:58,A00002/B00002/C00003/D09843/;A00002/B00002/C00002/D12256/;A00002/B00002/C00007/D11857/;A00002/B00002/C00007/D11859/,female
u14406,2012-12-14 16:13,2012-12-14 16:13,A00001/B00015/C00098/D25067/,male
u16582,2021-11-14 0:37,2021-11-14 0:38,A00003/B00012/C00051/D06563/,female
u11651,2014-11-14 13:06,2014-11-14 13:06,A00003/B00022/C00028/D00624/;A00003/B00022/C00028/D00626/,female
u20980,2006-12-14 10:14,2006-12-14 10:15,A00002/B00001/C00150/D19549/;A00002/B00002/C00007/D02355/,female
u18820,2008-12-14 14:46,2008-12-14 14:46,A00006/B00030/C00071/D15076/,male
u15532,2017-11-14 19:53,2017-11-14 19:53,A00002/B00002/C00002/D06016/,female
u19818,2029-11-14 18:20,2029-11-14 18:20,A00002/B00002/C00007/D15812/,female
u17813,2017-12-14 10:40,2017-12-14 10:43,A00002/B00001/C00053/D30328/;A00002/B00001/C00053/D00172/;A00002/B00001/C00049/D05661/,female
u11432,2009-12-14 15:19,2009-12-14 15:19,A00001/B00001/C00019/D18663/,female
u18347,2007-12-14 14:33,2007-12-14 14:33,A00003/B00022/C00048/D20845/,female
u16889,2026-11-14 9:19,2026-11-14 9:21,A00002/B00005/C00057/D06755/;A00002/B00005/C00056/D05186/;A00002/B00005/C00058/D01796/;A00002/B00005/C00057/D12340/,female
u22247,2009-12-14 7:46,2009-12-14 7:46,A00002/B00001/C00049/D22628/,male
u17294,2022-11-14 15:35,2022-11-14 15:35,A00005/B00044/C00145/D02402/;A00005/B00044/C00184/D09796/;A00005/B00044/C00184/D09797/;A00005/B00044/C00071/D09798/,female
u24266,2017-12-14 14:40,2017-12-14 14:51,A00001/B00015/C00043/D15904/;A00001/B00015/C00043/D28381/;A00001/B00015/C00043/D30594/;A00001/B00015/C00043/D30601/;A00001/B00015/C00043/D14855/;A00001/B00015/C00042/D00407/,female
u22043,2007-12-14 21:43,2007-12-14 21:44,A00002/B00003/C00006/D06077/;A00002/B00017/C00045/D08625/,female
u13000,2013-12-14 20:33,2013-12-14 20:36,A00002/B00001/C00010/D26021/;A00002/B00001/C00010/D26024/;A00002/B00001/C00010/D26501/,female
u24809,2020-12-14 17:38,2020-12-14 17:41,A00004/B00013/C00315/D34222/;A00004/B00013/C00315/D34223/,male
u13216,2008-12-14 14:55,2008-12-14 14:55,A00002/B00002/C00007/D22472/,female
u10028,2009-12-14 18:23,2009-12-14 18:23,A00002/B00002/C00002/D19994/,female
u24954,2022-12-14 13:58,2022-12-14 13:58,A00001/B00015/C00021/D07717/,male
u12969,2019-12-14 19:40,2019-12-14 19:40,A00007/B00042/C00398/D33374/,male
u18093,2022-12-14 20:38,2022-12-14 20:38,A00003/B00012/C00073/D35868/,female
u17743,2026-11-14 16:38,2026-11-14 16:38,A00002/B00002/C00003/D12630/,female
u17015,2021-11-14 23:42,2021-11-14 23:50,A00003/B00020/C00052/D09182/;A00003/B00020/C00052/D09176/;A00003/B00020/C00052/D09186/;A00003/B00020/C00052/D08417/;A00003/B00020/C00052/D00167/;A00003/B00020/C00052/D09188/,female
u18524,2005-12-14 23:54,2005-12-14 23:54,A00002/B00006/C00030/D19263/,female
u23062,2022-12-14 8:20,2022-12-14 8:27,A00002/B00004/C00018/D07858/;A00002/B00004/C00018/D01389/;A00002/B00004/C00018/D03419/,female
u12831,2014-12-14 17:16,2014-12-14 17:16,A00001/B00009/C00028/D07875/,male
u14156,2021-12-14 15:57,2021-12-14 15:57,A00002/B00007/C00016/D34776/,female
u13964,2015-11-14 17:34,2015-11-14 17:34,A00002/B00002/C00007/D03071/,female
u21319,2013-12-14 11:36,2013-12-14 11:37,A00002/B00007/C00021/D12088/;A00002/B00007/C00021/D09273/;A00002/B00007/C00021/D25878/,female
u21869,2021-12-14 20:16,2021-12-14 20:16,A00002/B00002/C00007/D30986/,female
u17561,2021-12-14 10:46,2021-12-14 11:08,A00002/B00002/C00007/D08940/;A00003/B00022/C00048/D34605/,female
u17212,2027-11-14 0:10,2027-11-14 0:11,A00004/B00014/C00185/D13551/;A00004/B00014/C00185/D13552/,female
u11466,2015-11-14 9:56,2015-11-14 9:58,A00002/B00001/C00150/D02406/;A00002/B00001/C00010/D02411/,female
u24153,2016-12-14 16:31,2016-12-14 16:31,A00002/B00003/C00006/D03538/,female
u24701,2019-12-14 15:38,2019-12-14 15:38,A00001/B00015/C00098/D33139/,female
u10572,2015-12-14 13:18,2015-12-14 13:18,A00003/B00004/C00197/D27991/,female
u21574,2009-12-14 10:04,2009-12-14 10:04,A00003/B00012/C00051/D15760/,female
u19205,2027-11-14 12:55,2027-11-14 13:02,A00002/B00003/C00005/D14147/;A00002/B00003/C00005/D14150/;A00002/B00003/C00006/D14152/;A00002/B00003/C00005/D14154/;A00002/B00003/C00006/D02952/;A00002/B00003/C00005/D14158/;A00002/B00003/C00006/D14163/;A00002/B00003/C00006/D14165/;A00002/B00003/C00006/D06800/,female
u18567,2005-12-14 20:32,2005-12-14 20:35,A00002/B00006/C00030/D18558/;A00003/B00004/C00089/D18635/,female
u16192,2018-12-14 18:35,2018-12-14 18:35,A00002/B00001/C00059/D00900/,female
u14921,2027-11-14 9:43,2027-11-14 9:47,A00002/B00007/C00021/D08664/;A00002/B00007/C00021/D00056/;A00002/B00007/C00021/D00249/,female
u17780,2008-12-14 10:17,2008-12-14 10:17,A00002/B00002/C00003/D05655/,female
u22261,2017-12-14 17:02,2017-12-14 17:15,A00001/B00001/C00019/D05849/;A00001/B00001/C00019/D05339/;A00001/B00001/C00019/D03824/,male
u11928,2025-11-14 7:36,2025-11-14 7:38,A00002/B00005/C00057/D05868/;A00002/B00005/C00067/D11118/;A00002/B00005/C00057/D11119/,female
u23052,2009-12-14 23:27,2009-12-14 23:41,A00001/B00015/C00043/D24361/;A00001/B00004/C00196/D24367/,male
u12031,2014-11-14 11:45,2014-11-14 11:45,A00001/B00031/C00044/D00714/,male
u18955,2022-12-14 16:38,2022-12-14 16:40,A00002/B00002/C00003/D35704/;A00002/B00002/C00007/D18028/;A00002/B00002/C00009/D19905/,female
u24671,2020-12-14 13:18,2020-12-14 13:18,A00003/B00022/C00048/D33992/;A00003/B00022/C00028/D09025/,female
u10029,2009-12-14 18:33,2009-12-14 18:33,A00002/B00001/C00010/D18416/;A00002/B00002/C00002/D19994/,female
u21033,2017-12-14 15:50,2017-12-14 15:50,A00001/B00001/C00019/D02979/,male
u16533,2006-12-14 20:42,2006-12-14 20:42,A00002/B00002/C00002/D20321/,female
u14970,2017-11-14 21:59,2017-11-14 22:01,A00002/B00001/C00010/D04662/;A00002/B00001/C00010/D04665/,female
u21691,2017-12-14 12:17,2017-12-14 12:17,A00002/B00004/C00061/D27025/,female
u20181,2001-12-14 16:57,2001-12-14 16:58,A00002/B00002/C00007/D16886/;A00002/B00002/C00007/D16881/,female
u23158,2016-12-14 17:22,2016-12-14 17:22,A00001/B00015/C00098/D01625/,male
u11684,2015-11-14 11:23,2015-11-14 11:23,A00001/B00004/C00093/D02559/,female
u23321,2014-12-14 21:14,2014-12-14 21:14,A00002/B00003/C00014/D10072/,female
u17370,2019-12-14 13:20,2019-12-14 13:20,A00011/B00077/C00012/D32970/,female
u23516,2014-12-14 17:55,2014-12-14 17:55,A00001/B00001/C00012/D25224/,male
u12820,2009-12-14 21:25,2009-12-14 21:25,A00001/B00009/C00028/D07875/,male
u17315,2025-11-14 13:48,2025-11-14 13:49,A00002/B00003/C00006/D02294/;A00002/B00003/C00006/D08385/;A00002/B00003/C00006/D01482/,female
u13282,2014-11-14 22:28,2014-11-14 22:28,A00002/B00002/C00004/D01951/,male
u20099,2006-12-14 20:20,2006-12-14 20:21,A00001/B00031/C00063/D07516/;A00001/B00031/C00063/D19767/;A00001/B00031/C00063/D20370/;A00001/B00031/C00063/D11044/;A00001/B00031/C00063/D07517/,female
u21063,2019-12-14 20:39,2019-12-14 20:41,A00002/B00002/C00007/D33478/;A00002/B00002/C00007/D08945/,female
u11184,2015-12-14 14:53,2015-12-14 14:57,A00003/B00012/C00051/D28179/;A00003/B00012/C00051/D08454/;A00003/B00012/C00051/D00221/;A00003/B00012/C00051/D28183/;A00003/B00012/C00051/D17391/;A00003/B00012/C00051/D28185/;A00003/B00012/C00051/D28186/;A00003/B00012/C00131/D19865/;A00003/B00012/C00131/D28188/,female
u23331,2014-12-14 22:18,2014-12-14 22:24,A00002/B00006/C00015/D10587/;A00002/B00002/C00007/D19392/;A00002/B00002/C00003/D27471/;A00002/B00002/C00003/D20013/;A00002/B00002/C00007/D19145/,female
u17551,2023-11-14 10:44,2023-11-14 10:44,A00002/B00011/C00012/D10417/,female
u12484,2020-12-14 11:37,2020-12-14 11:37,A00003/B00012/C00028/D27053/,female
u17659,2013-12-14 8:20,2013-12-14 8:20,A00002/B00002/C00007/D19379/,female
u22908,2009-12-14 15:35,2009-12-14 15:36,A00002/B00004/C00018/D23901/;A00002/B00004/C00018/D14803/,female
u10391,2014-11-14 19:02,2014-11-14 19:05,A00002/B00016/C00063/D01554/;A00002/B00016/C00063/D01558/;A00002/B00016/C00063/D01551/,female
u20119,2015-12-14 16:36,2015-12-14 16:36,A00001/B00015/C00043/D28364/,male
u24302,2017-12-14 17:21,2017-12-14 17:23,A00002/B00002/C00007/D04159/;A00002/B00002/C00007/D09114/;A00002/B00002/C00007/D30831/;A00002/B00002/C00007/D18431/;A00002/B00002/C00007/D30832/;A00002/B00002/C00007/D08619/,female
u23904,2016-12-14 13:55,2016-12-14 13:57,A00002/B00002/C00003/D16187/;A00002/B00002/C00003/D25094/;A00002/B00002/C00003/D20271/,female
u19454,2029-11-14 14:42,2029-11-14 14:42,A00002/B00001/C00053/D00359/,female
u19366,2015-12-14 17:49,2015-12-14 17:50,A00002/B00003/C00046/D22350/;A00002/B00003/C00046/D02765/,female
u22899,2009-12-14 14:54,2009-12-14 14:55,A00002/B00001/C00059/D20334/,female
u12400,2014-11-14 14:55,2014-11-14 14:55,A00002/B00007/C00016/D01031/;A00002/B00001/C00053/D01058/,female
u22005,2007-12-14 10:33,2007-12-14 10:34,A00002/B00003/C00046/D09641/;A00002/B00003/C00046/D03966/,female
u17267,2012-12-14 15:06,2012-12-14 15:06,A00006/B00061/C00204/D24968/,female
u13004,2007-12-14 21:20,2007-12-14 21:20,A00002/B00002/C00003/D21526/,female
u20083,2002-12-14 9:03,2002-12-14 9:03,A00002/B00016/C00044/D10814/,female
u23718,2015-12-14 1:02,2015-12-14 1:03,A00003/B00022/C00028/D27584/;A00003/B00012/C00032/D27585/,female
u19615,2028-11-14 14:51,2028-11-14 14:52,A00002/B00001/C00010/D01034/;A00002/B00001/C00053/D11515/;A00002/B00003/C00037/D03221/,female
u14618,2015-12-14 16:37,2015-12-14 16:40,A00002/B00003/C00037/D28365/;A00002/B00003/C00037/D28368/;A00002/B00007/C00021/D28370/,female
u17819,2005-12-14 23:08,2005-12-14 23:11,A00002/B00002/C00009/D06428/;A00002/B00002/C00009/D12922/;A00002/B00002/C00009/D19186/;A00002/B00002/C00009/D19187/,female
u16787,2003-12-14 16:52,2003-12-14 16:52,A00002/B00001/C00075/D05313/,male
u21836,2007-12-14 23:33,2007-12-14 23:33,A00003/B00012/C00051/D04037/,female
u13376,2023-11-14 9:36,2023-11-14 9:36,A00001/B00004/C00066/D07006/,female
u18562,2026-11-14 8:16,2026-11-14 8:17,A00002/B00002/C00009/D00018/;A00002/B00002/C00002/D00015/,female
u22383,2012-12-14 14:54,2012-12-14 14:56,A00003/B00020/C00052/D24944/;A00003/B00020/C00052/D24949/;A00003/B00020/C00052/D24951/,female
u20307,2012-12-14 19:07,2012-12-14 19:08,A00001/B00009/C00186/D25244/;A00001/B00009/C00186/D09180/,male
u20107,2001-12-14 20:55,2001-12-14 21:01,A00002/B00002/C00002/D17222/;A00002/B00002/C00003/D00399/;A00002/B00002/C00003/D11164/;A00002/B00002/C00003/D16000/;A00002/B00002/C00003/D17232/;A00002/B00002/C00003/D17235/;A00002/B00002/C00003/D11745/;A00001/B00004/C00093/D11930/,female
u12437,2018-11-14 14:55,2018-11-14 14:55,A00002/B00002/C00081/D05131/,female
u23849,2022-12-14 15:46,2022-12-14 15:48,A00003/B00004/C00089/D20876/;A00003/B00004/C00089/D35625/,female
u19322,2005-12-14 22:48,2005-12-14 22:55,A00003/B00022/C00048/D19104/;A00003/B00022/C00036/D12974/;A00003/B00022/C00048/D19116/;A00003/B00022/C00048/D19082/;A00003/B00022/C00048/D19048/;A00003/B00022/C00048/D19083/,female
u21459,2006-12-14 1:48,2006-12-14 1:48,A00002/B00002/C00007/D15583/,female
u23472,2013-12-14 13:12,2013-12-14 13:19,A00003/B00012/C00051/D25798/;A00003/B00012/C00051/D08005/;A00003/B00012/C00051/D17278/;A00003/B00012/C00051/D24391/;A00003/B00012/C00051/D25979/;A00003/B00012/C00051/D03835/;A00003/B00012/C00051/D25981/;A00003/B00012/C00051/D17933/;A00003/B00012/C00051/D17983/,female
u14414,2014-12-14 22:54,2014-12-14 22:54,A00001/B00031/C00091/D16546/,male
u24847,2021-12-14 18:08,2021-12-14 18:08,A00001/B00015/C00043/D34628/;A00001/B00015/C00043/D30785/,male
u13496,2029-11-14 13:00,2029-11-14 13:07,A00002/B00002/C00002/D15544/;A00002/B00001/C00049/D15545/;A00002/B00002/C00002/D15543/;A00002/B00002/C00002/D00205/;A00002/B00002/C00007/D15547/;A00002/B00002/C00007/D08620/,female
u19733,2020-12-14 15:49,2020-12-14 15:49,A00002/B00007/C00027/D34158/,female
u22464,2008-12-14 22:38,2008-12-14 22:40,A00002/B00002/C00002/D18552/;A00003/B00012/C00051/D22956/,female
u10066,2015-11-14 22:27,2015-11-14 22:34,A00002/B00007/C00021/D00078/;A00002/B00007/C00021/D03436/;A00002/B00007/C00021/D03438/;A00002/B00007/C00021/D03440/;A00002/B00007/C00021/D03444/;A00002/B00007/C00021/D03446/;A00002/B00007/C00021/D00084/,female
u19464,2028-11-14 8:37,2028-11-14 8:42,A00003/B00039/C00120/D14901/;A00003/B00039/C00120/D14902/;A00003/B00039/C00120/D14891/;A00003/B00039/C00120/D14904/,female
u11504,2014-11-14 10:34,2014-11-14 10:36,A00002/B00002/C00002/D00520/;A00002/B00002/C00002/D00523/,female
u21040,2005-12-14 19:46,2005-12-14 19:46,A00002/B00001/C00053/D15870/,female
u15821,2017-12-14 16:20,2017-12-14 16:21,A00002/B00001/C00075/D11500/;A00002/B00001/C00075/D30767/,female
u23142,2022-12-14 10:16,2022-12-14 10:17,A00002/B00007/C00021/D10251/,female
u23336,2021-12-14 14:58,2021-12-14 15:00,A00002/B00002/C00007/D20365/;A00002/B00002/C00003/D10166/,female
u19943,2012-12-14 9:20,2012-12-14 9:20,A00002/B00002/C00002/D24459/,female
u20067,2017-12-14 20:14,2017-12-14 20:16,A00002/B00001/C00053/D16468/;A00002/B00001/C00059/D00900/,male
u12058,2007-12-14 16:02,2007-12-14 16:03,A00002/B00003/C00014/D05441/;A00002/B00016/C00127/D21034/,female
u16856,2015-12-14 12:51,2015-12-14 12:51,A00003/B00020/C00052/D27950/,female
u12603,2008-12-14 16:12,2008-12-14 16:14,A00002/B00002/C00007/D22585/;A00002/B00002/C00002/D22589/,female
u18022,2018-12-14 10:17,2018-12-14 10:17,A00002/B00002/C00007/D03541/;A00002/B00002/C00009/D05444/;A00002/B00001/C00019/D20141/;A00002/B00005/C00125/D10675/,female
u23991,2021-12-14 8:48,2021-12-14 8:50,A00004/B00014/C00087/D34482/;A00004/B00014/C00087/D34483/;A00004/B00014/C00087/D34485/,female
u20858,2008-12-14 17:02,2008-12-14 17:04,A00002/B00001/C00053/D03320/;A00002/B00001/C00053/D13930/,female
u11847,2013-12-14 11:34,2013-12-14 11:34,A00002/B00001/C00059/D14117/,female
u18821,2020-12-14 11:49,2020-12-14 11:49,A00002/B00004/C00244/D21097/,male
u18591,2026-11-14 8:29,2026-11-14 8:29,A00002/B00002/C00007/D02206/,female
u12551,2014-11-14 15:49,2014-11-14 15:52,A00003/B00012/C00051/D01254/;A00003/B00012/C00048/D01258/;A00003/B00012/C00028/D01270/,female
u21882,2006-12-14 19:36,2006-12-14 19:40,A00002/B00003/C00046/D01382/;A00002/B00003/C00046/D20295/;A00002/B00003/C00046/D20297/;A00002/B00003/C00046/D20300/,female
u16708,2021-11-14 13:35,2021-11-14 13:35,A00001/B00001/C00019/D02979/,male
u20988,2013-12-14 12:02,2013-12-14 12:03,A00002/B00003/C00014/D19872/;A00002/B00003/C00014/D25938/,female
u21444,2008-12-14 8:05,2008-12-14 8:05,A00002/B00003/C00005/D21690/,female
u24905,2021-12-14 23:24,2021-12-14 23:26,A00002/B00002/C00004/D07672/;A00002/B00002/C00004/D35054/,female
u12125,2015-11-14 14:18,2015-11-14 14:22,A00002/B00016/C00044/D02803/;A00002/B00016/C00044/D02807/;A00002/B00016/C00044/D02810/;A00002/B00016/C00044/D02814/,female
u16949,2021-11-14 21:56,2021-11-14 22:00,A00001/B00031/C00044/D09086/;A00001/B00031/C00044/D09087/;A00001/B00031/C00044/D08148/;A00001/B00031/C00044/D09090/;A00001/B00031/C00044/D01869/;A00001/B00031/C00044/D01690/,male
u23794,2015-12-14 10:37,2015-12-14 10:41,A00002/B00001/C00059/D19204/;A00002/B00003/C00006/D27787/;A00002/B00003/C00006/D01110/,female
u12371,2017-11-14 10:44,2017-11-14 10:53,A00002/B00007/C00016/D05291/;A00002/B00007/C00016/D05294/;A00002/B00007/C00016/D05296/;A00002/B00007/C00016/D05298/;A00002/B00007/C00016/D05301/;A00002/B00007/C00016/D05303/;A00002/B00007/C00016/D05309/;A00002/B00007/C00016/D05312/;A00002/B00007/C00016/D05318/,female
u16590,2022-11-14 12:46,2022-11-14 12:48,A00001/B00009/C00032/D09523/;A00001/B00009/C00032/D09555/;A00002/B00002/C00007/D09557/,male
u11815,2006-12-14 19:16,2006-12-14 19:16,A00002/B00002/C00004/D02542/,female
u22891,2009-12-14 14:48,2009-12-14 14:50,A00003/B00022/C00032/D23790/;A00003/B00012/C00051/D08021/,female
